project,file,llm_grader,category,weighted_cohens_kappa,raw_value,note
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Composite State,0.4,0.4,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Guard,0.6153846154,0.6153846154,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Action,0.7037037037,0.7037037037,
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,History State,,#DIV/0!,undefined (division by zero)
Dishwasher,Dishwasher_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Region,0.0,0,
Printer,Printer_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.5581395348837208,0.5581395348837208,
Printer,Printer_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,-0.21739130434782616,-0.21739130434782616,
Printer,Printer_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.45999999999999996,0.45999999999999996,
Printer,Printer_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,1.0,1,
Printer,Printer_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.4878048780487806,0.4878048780487806,
Printer,Printer_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,,#DIV/0!,undefined (division by zero)
Printer,Printer_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,1.0,1,
Printer,Printer_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,,#DIV/0!,undefined (division by zero)
Printer,Printer_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.2621951219512195,0.2621951219512195,
Printer,Printer_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,0.0,0,
Printer,Printer_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.12337662337662336,0.12337662337662336,
Printer,Printer_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.0,0,
Printer,Printer_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.36363636363636365,0.36363636363636365,
Printer,Printer_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.0,0,
Printer,Printer_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,0.5,0.5,
Printer,Printer_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,,#DIV/0!,undefined (division by zero)
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.4974619289,0.4974619289,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,,#DIV/0!,undefined (division by zero)
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.3918918919,0.3918918919,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.6666666667,0.6666666667,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.3636363636,0.3636363636,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.0,0,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,0.0,0,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,,#DIV/0!,undefined (division by zero)
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Global,0.8477508651,0.8477508651,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,State,,#DIV/0!,undefined (division by zero)
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Transition,0.64,0.64,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Composite State,1.0,1,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Guard,1.0,1,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Action,0.5,0.5,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,History State,1.0,1,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Region,,#DIV/0!,undefined (division by zero)
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Global,0.6217765043,0.6217765043,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,State,,#DIV/0!,undefined (division by zero)
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Transition,0.4545454545,0.4545454545,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Composite State,1.0,1,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Guard,1.0,1,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Action,0.0,0,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,History State,0.0,0,
Printer,Printer_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Region,,#DIV/0!,undefined (division by zero)
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.7399361022364217,0.7399361022364217,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,0.0,0,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,-0.04347826086956519,-0.04347826086956519,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,1.0,1,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,1.0,1,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.8910891089108911,0.8910891089108911,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,0.5,0.5,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,,#DIV/0!,undefined (division by zero)
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Global,0.7386918320859095,0.7386918320859095,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,State,1.0,1,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Transition,0.7894736842105263,0.7894736842105263,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Composite State,1.0,1,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Guard,1.0,1,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Action,0.43999999999999995,0.43999999999999995,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,History State,1.0,1,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Region,,#DIV/0!,undefined (division by zero)
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Global,0.7192307692307692,0.7192307692307692,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,State,1.0,1,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Transition,0.7894736842105263,0.7894736842105263,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Composite State,1.0,1,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Guard,0.625,0.625,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Action,0.4683544303797468,0.4683544303797468,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,History State,1.0,1,
SSC7,SSC7_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Region,,#DIV/0!,undefined (division by zero)
Spa-Manager,Spa-Manager_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.8190205819730305,0.8190205819730305,category inferred by block position (generic header sheet)
Spa-Manager,Spa-Manager_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,1.0,1,category inferred by block position (generic header sheet)
Spa-Manager,Spa-Manager_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.4285714285714286,0.4285714285714286,category inferred by block position (generic header sheet)
Spa-Manager,Spa-Manager_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,1.0,1,category inferred by block position (generic header sheet)
Spa-Manager,Spa-Manager_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.736842105263158,0.736842105263158,category inferred by block position (generic header sheet)
Spa-Manager,Spa-Manager_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,,#DIV/0!,undefined (division by zero)
Spa-Manager,Spa-Manager_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,1.0,1,category inferred by block position (generic header sheet)
Spa-Manager,Spa-Manager_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,1.0,1,category inferred by block position (generic header sheet)
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.6688311688,0.6688311688,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,-0.04081632653,-0.04081632653,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.0,0,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.7619047619,0.7619047619,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.0,0,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,,#DIV/0!,undefined (division by zero)
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.7725245316681535,0.7725245316681535,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,0.0,0,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.7837837837837838,0.7837837837837838,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,,#DIV/0!,undefined (division by zero)
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.0,0,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Global,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,State,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Transition,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Composite State,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Guard,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Action,,#DIV/0!,undefined (division by zero)
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,History State,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGPT-5.5AutoGrading_Claude4.5SonnetGeneration.xlsx,GPT-5.5,Region,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Global,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,State,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Transition,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Composite State,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Guard,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Action,,#DIV/0!,undefined (division by zero)
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,History State,1.0,1,
Spa-Manager,Spa-Manager_Grading_2-stage_2026-03-12_6-examples_CombinedHumanGradingVsGemini3.1ProPreviewAutoGrading_Claude4.5SonnetGeneration.xlsx,Gemini3.1ProPreview,Region,1.0,1,
Thermomix-TM6,Thermomix-TM6_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.6597277822257807,0.6597277822257807,category inferred by block position (generic header sheet)
Thermomix-TM6,Thermomix-TM6_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,0.4899999999999999,0.4899999999999999,category inferred by block position (generic header sheet)
Thermomix-TM6,Thermomix-TM6_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.4444444444444444,0.4444444444444444,category inferred by block position (generic header sheet)
Thermomix-TM6,Thermomix-TM6_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.0,0,category inferred by block position (generic header sheet)
Thermomix-TM6,Thermomix-TM6_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.7333333333333334,0.7333333333333334,category inferred by block position (generic header sheet)
Thermomix-TM6,Thermomix-TM6_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.6956521739130435,0.6956521739130435,category inferred by block position (generic header sheet)
Thermomix-TM6,Thermomix-TM6_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,,#DIV/0!,undefined (division by zero)
Thermomix-TM6,Thermomix-TM6_Grading_1-stage_2026-02-28_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,,#DIV/0!,undefined (division by zero)
Thermomix-TM6,Thermomix-TM6_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Global,0.4115082825,0.4115082825,
Thermomix-TM6,Thermomix-TM6_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,State,,#DIV/0!,undefined (division by zero)
Thermomix-TM6,Thermomix-TM6_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Transition,0.2956521739,0.2956521739,
Thermomix-TM6,Thermomix-TM6_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Composite State,0.0,0,
Thermomix-TM6,Thermomix-TM6_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Guard,0.0,0,
Thermomix-TM6,Thermomix-TM6_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Action,0.0,0,
Thermomix-TM6,Thermomix-TM6_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,History State,,#DIV/0!,undefined (division by zero)
Thermomix-TM6,Thermomix-TM6_Grading_2-stage_2026-03-04_3-examples_CombinedHumanGradingVsClaude4.5SonnetAutoGrading_Claude4.5SonnetGeneration.xlsx,Claude4.5Sonnet,Region,,#DIV/0!,undefined (division by zero)
